master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000754,Laura,Henderson,Director of Cybersecurity,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Restricted,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000755,Bianca,Vazquez,Security Consultant,19.0,12.0,7.43,0.0,38.43,45.27,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 7.43, ""account"": 0.0}",Eligible,False,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000756,Kelly,Lee,,25.0,20.0,6.29,0.0,51.29,69.78,Monitor,Medium,"{""engagement"": 25.0, ""recency"": 20.0, ""profile"": 6.29, ""account"": 0.0}",Eligible,False,High interaction volume (3+ responses),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000757,Amy,Romero,Vice President Information Security,24.0,16.0,10.86,0.0,50.86,69.08,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 16.0, ""profile"": 10.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000758,Emily,Harris,Customer Success Manager,22.0,20.0,7.43,0.0,49.43,67.21,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 20.0, ""profile"": 7.43, ""account"": 0.0}",Blocked,True,"Hot recency: engaged within past 7 days, High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000759,Brianna,Warren,Vice President Information Security,29.5,25.0,18.23,0.0,72.73,96.15,Warm,High,"{""engagement"": 29.5, ""recency"": 25.0, ""profile"": 18.23, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000760,Colleen,Young,Security Analyst,11.33,25.0,10.23,0.0,46.56,61.73,Monitor,Medium,"{""engagement"": 11.33, ""recency"": 25.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000761,Kevin,Garner,,0.0,0.0,6.86,0.0,6.86,5.6,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000762,Charles,Harrison,,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000763,Thomas,Holt,VP Cybersecurity,24.0,12.0,2.29,0.0,38.29,44.92,Cold,Low,"{""engagement"": 24.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000764,Jessica,Lopez,,19.0,12.0,8.29,0.0,39.29,47.37,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 8.29, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000765,Kristi,Owen,Information Security Manager,0.0,20.0,8.86,0.0,28.86,28.24,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000766,Jason,Summers,SecOps Manager,15.0,12.0,13.43,0.0,40.43,49.12,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000767,Donna,Carroll,,26.33,25.0,4.86,0.0,56.19,78.06,Monitor,Medium,"{""engagement"": 26.33, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000768,Jonathan,Alvarez,,30.0,24.0,9.09,0.0,63.09,87.05,Warm,High,"{""engagement"": 30.0, ""recency"": 24.0, ""profile"": 9.09, ""account"": 0.0}",Blocked,True,High interaction volume (3+ responses),"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000769,Amanda,Mitchell,,7.0,25.0,7.09,0.0,39.09,47.02,Cold,Low,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 7.09, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000770,Nicole,Burton,,24.0,17.0,17.66,0.0,58.66,81.56,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 17.0, ""profile"": 17.66, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000771,Jaclyn,Washington,Chief Security Officer,19.0,12.0,10.86,0.0,41.86,52.74,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 10.86, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),Data gap: missing account linkage (orphan)
MP00000000000772,Nina,Sanders,,27.67,25.0,9.09,0.0,61.76,85.18,Warm,High,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000773,Andrew,Love,,4.0,20.0,9.66,0.0,33.66,37.46,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000774,Christopher,Watson,Senior Security Analyst,20.0,6.0,10.23,0.0,36.23,41.19,Cold,Low,"{""engagement"": 20.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000775,Benjamin,Cook,Security Engineer,4.0,20.0,2.29,0.0,26.29,26.02,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000776,Taylor,Banks,SOC Analyst,0.0,0.0,7.66,0.0,7.66,7.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000777,Andrew,Stewart,Senior Security Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000778,Lindsay,Bruce,,33.0,23.0,6.86,0.0,62.86,86.23,Warm,High,"{""engagement"": 33.0, ""recency"": 23.0, ""profile"": 6.86, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Data gap: missing title field, Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000779,Mark,Valencia,Recruiter,9.0,12.0,7.43,0.0,28.43,27.77,Cold,Low,"{""engagement"": 9.0, ""recency"": 12.0, ""profile"": 7.43, ""account"": 0.0}",Blocked,True,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000780,Joseph,Tanner,Recruiter,27.67,25.0,2.29,0.0,54.96,75.61,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000781,James,Osborne,Sales Engineer,0.0,0.0,7.43,0.0,7.43,6.88,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.43, ""account"": 0.0}",Blocked,True,High profile completeness,"Zero response history (passive sends only), Data gap: missing account linkage (orphan)"
MP00000000000782,William,James,,15.0,12.0,1.71,0.0,28.71,28.0,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000783,Elizabeth,Neal,,12.67,25.0,1.71,0.0,39.38,47.49,Cold,Low,"{""engagement"": 12.67, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000784,Tracie,Wyatt,Information Security Analyst,19.0,6.0,4.86,0.0,29.86,30.57,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Restricted,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000785,Sheila,Coffey,,27.67,25.0,1.71,0.0,54.38,74.8,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000786,Joshua,Hanson,,4.0,6.0,1.71,0.0,11.71,14.7,Cold,Low,"{""engagement"": 4.0, ""recency"": 6.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000787,Dennis,Tucker,Cyber Security Manager,24.33,25.0,8.86,0.0,58.19,80.98,Monitor,Medium,"{""engagement"": 24.33, ""recency"": 25.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000788,Christopher,Castillo,Vice President Information Security,19.0,6.0,18.23,0.0,43.23,55.08,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 18.23, ""account"": 0.0}",Blocked,True,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000789,Charles,Ciso,Chief Information Security Officer,0.0,0.0,19.43,0.0,19.43,22.4,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 19.43, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness","Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000790,James,Carpenter,Vice President Security,4.0,20.0,9.66,0.0,33.66,37.46,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 9.66, ""account"": 0.0}",Blocked,True,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000791,Eric,Norton,SecOps Manager,4.0,20.0,2.29,0.0,26.29,26.02,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000792,Luis,Diaz,,22.0,25.0,1.71,0.0,48.71,65.23,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000793,Debbie,Clayton,Director Security Operations,24.0,16.0,8.46,0.0,48.46,64.64,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 16.0, ""profile"": 8.46, ""account"": 0.0}",Blocked,True,High-tier buying authority (Director/C-Suite),Data gap: missing account linkage (orphan)
MP00000000000794,Elizabeth,Moore,Information Security Analyst,24.0,17.0,4.86,0.0,45.86,60.21,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 17.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000795,Timothy,Perez,Senior Security Analyst,7.0,25.0,10.23,0.0,42.23,53.21,Monitor,Medium,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000796,Sandra,Carlson,Information Security Manager,31.0,23.0,8.86,0.0,62.86,86.23,Warm,High,"{""engagement"": 31.0, ""recency"": 23.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000797,Jillian,Aguilar,Security Operations Manager,0.0,0.0,13.43,0.0,13.43,16.34,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000798,Daniel,Gardner,Senior Security Analyst,36.6,25.0,4.86,0.0,66.46,91.37,Warm,High,"{""engagement"": 36.6, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000799,Chloe,Wagner,Vice President Security,0.0,20.0,10.86,0.0,30.86,32.44,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 10.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000800,Anthony,Cochran,Threat Intelligence Analyst,24.0,20.0,10.23,0.0,54.23,74.45,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 20.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000801,Gabriel,Nielsen,Information Security Manager,34.0,25.0,6.86,0.0,65.86,90.78,Warm,High,"{""engagement"": 34.0, ""recency"": 25.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days",Data gap: missing account linkage (orphan)
MP00000000000802,Calvin,Ruiz,,0.0,0.0,9.09,0.0,9.09,9.22,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), Data gap: missing title field, Data gap: missing account linkage (orphan)"
